district,timestamp,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,weather_main,weather_desc
Salem,2025-04-11 12:00:00,34.9,35.92,34.9,34.9,1004,36,4.06,217,27,Clouds,scattered clouds
Salem,2025-04-11 15:00:00,30.7,31.77,30.7,30.7,1007,48,4.3,190,74,Rain,light rain
Salem,2025-04-11 18:00:00,27.69,29.41,27.69,27.69,1009,64,2.97,208,74,Rain,light rain
Salem,2025-04-11 21:00:00,26.56,26.56,26.56,26.56,1007,73,2.07,199,63,Clouds,broken clouds
Salem,2025-04-12 00:00:00,25.76,26.38,25.76,25.76,1009,76,1.83,199,75,Clouds,broken clouds
Salem,2025-04-12 03:00:00,27.16,29.13,27.16,27.16,1011,70,1.65,246,81,Clouds,broken clouds
Thanjavur,2025-04-07 06:00:00,34.6,36.77,34.6,34.6,1009,41,1.93,52,93,Clouds,overcast clouds
Thanjavur,2025-04-07 09:00:00,35.51,37.25,35.51,37.33,1008,37,3.25,67,95,Clouds,overcast clouds
Thanjavur,2025-04-07 12:00:00,35.0,36.36,35.0,35.2,1007,37,6.71,83,90,Clouds,overcast clouds
Thanjavur,2025-04-07 15:00:00,28.47,31.6,28.47,28.47,1009,70,4.74,112,44,Clouds,scattered clouds
Thanjavur,2025-04-07 18:00:00,27.5,30.64,27.5,27.5,1011,78,1.75,45,48,Clouds,scattered clouds
Thanjavur,2025-04-07 21:00:00,26.87,29.54,26.87,26.87,1009,81,1.16,23,33,Clouds,scattered clouds
Thanjavur,2025-04-08 00:00:00,26.35,26.35,26.35,26.35,1010,83,0.76,296,44,Clouds,scattered clouds
Thanjavur,2025-04-08 03:00:00,29.8,33.25,29.8,29.8,1012,64,0.42,322,93,Clouds,overcast clouds
Thanjavur,2025-04-08 06:00:00,34.83,36.9,34.83,34.83,1010,40,2.53,40,94,Clouds,overcast clouds
Thanjavur,2025-04-08 09:00:00,38.39,39.12,38.39,38.39,1006,27,3.67,47,67,Clouds,broken clouds
Thanjavur,2025-04-08 12:00:00,36.0,36.16,36.0,36.0,1006,30,7.0,85,74,Clouds,broken clouds
Thanjavur,2025-04-08 15:00:00,28.85,31.55,28.85,28.85,1010,65,5.55,108,40,Clouds,scattered clouds
Thanjavur,2025-04-08 18:00:00,27.86,30.78,27.86,27.86,1011,73,1.69,35,49,Clouds,scattered clouds
Thanjavur,2025-04-08 21:00:00,26.94,29.34,26.94,26.94,1010,77,1.37,355,80,Clouds,broken clouds
Thanjavur,2025-04-09 00:00:00,26.14,26.14,26.14,26.14,1010,80,0.37,268,82,Clouds,broken clouds
Thanjavur,2025-04-09 03:00:00,29.35,31.98,29.35,29.35,1012,62,1.81,177,55,Clouds,broken clouds
Thanjavur,2025-04-09 06:00:00,35.14,35.56,35.14,35.14,1009,33,2.92,227,64,Clouds,broken clouds
Thanjavur,2025-04-09 09:00:00,37.98,37.87,37.98,37.98,1006,25,1.03,256,51,Clouds,broken clouds
Thanjavur,2025-04-09 12:00:00,35.08,36.5,35.08,35.08,1005,37,5.71,150,61,Clouds,broken clouds
Thanjavur,2025-04-09 15:00:00,29.85,33.99,29.85,29.85,1008,67,6.13,159,64,Clouds,broken clouds
Thanjavur,2025-04-09 18:00:00,29.32,33.64,29.32,29.32,1009,71,4.84,205,38,Clouds,scattered clouds
Thanjavur,2025-04-09 21:00:00,28.78,32.79,28.78,28.78,1007,73,3.8,190,74,Clouds,broken clouds
Thanjavur,2025-04-10 00:00:00,28.08,31.68,28.08,28.08,1007,76,2.58,187,87,Clouds,overcast clouds
Thanjavur,2025-04-10 03:00:00,31.54,35.22,31.54,31.54,1009,57,4.19,248,24,Clouds,few clouds
Thanjavur,2025-04-10 06:00:00,36.53,39.49,36.53,36.53,1007,38,4.3,234,31,Clouds,scattered clouds
Thanjavur,2025-04-10 09:00:00,39.65,40.87,39.65,39.65,1003,26,4.92,266,44,Clouds,scattered clouds
Thanjavur,2025-04-10 12:00:00,33.46,36.93,33.46,33.46,1003,49,6.0,172,63,Clouds,broken clouds
Thanjavur,2025-04-10 15:00:00,31.18,36.03,31.18,31.18,1005,63,6.26,183,72,Clouds,broken clouds
Thanjavur,2025-04-10 18:00:00,31.33,35.56,31.33,31.33,1007,60,3.57,218,80,Clouds,broken clouds
Thanjavur,2025-04-10 21:00:00,29.06,30.98,29.06,29.06,1005,59,4.02,265,91,Clouds,overcast clouds
Thanjavur,2025-04-11 00:00:00,29.05,30.67,29.05,29.05,1006,57,5.34,262,89,Clouds,overcast clouds
Thanjavur,2025-04-11 03:00:00,31.63,33.7,31.63,31.63,1008,50,4.62,254,98,Clouds,overcast clouds
Thanjavur,2025-04-11 06:00:00,36.89,38.17,36.89,36.89,1007,32,5.19,258,100,Clouds,overcast clouds
Thanjavur,2025-04-11 09:00:00,39.65,40.15,39.65,39.65,1003,24,6.04,245,100,Clouds,overcast clouds
Thanjavur,2025-04-11 12:00:00,34.29,36.77,34.29,34.29,1004,43,0.36,321,72,Clouds,broken clouds
Thanjavur,2025-04-11 15:00:00,30.79,35.93,30.79,30.79,1007,66,8.41,191,100,Rain,light rain
Thanjavur,2025-04-11 18:00:00,30.35,32.49,30.35,30.35,1007,55,3.3,195,100,Clouds,overcast clouds
Thanjavur,2025-04-11 21:00:00,29.46,31.01,29.46,29.46,1006,55,4.02,287,100,Clouds,overcast clouds
Thanjavur,2025-04-12 00:00:00,28.74,30.46,28.74,28.74,1007,59,4.89,260,98,Clouds,overcast clouds
Thanjavur,2025-04-12 03:00:00,30.44,32.45,30.44,30.44,1009,54,7.76,248,63,Clouds,broken clouds
Tiruchirappalli,2025-04-07 06:00:00,34.03,35.74,34.03,34.03,1010,41,0.66,69,76,Clouds,broken clouds
Tiruchirappalli,2025-04-07 09:00:00,35.11,36.27,35.11,37.28,1009,36,2.82,87,84,Clouds,broken clouds
Tiruchirappalli,2025-04-07 12:00:00,36.08,36.54,36.08,37.11,1007,31,4.61,74,91,Clouds,overcast clouds
Tiruchirappalli,2025-04-07 15:00:00,31.09,33.84,31.09,31.09,1009,55,5.55,113,97,Clouds,overcast clouds
Tiruchirappalli,2025-04-07 18:00:00,28.37,31.4,28.37,28.37,1011,70,3.45,69,85,Clouds,overcast clouds
Tiruchirappalli,2025-04-07 21:00:00,27.26,30.0,27.26,27.26,1009,77,2.06,80,83,Clouds,broken clouds
Tiruchirappalli,2025-04-08 00:00:00,26.7,29.16,26.7,26.7,1010,81,1.01,76,82,Clouds,broken clouds
Tiruchirappalli,2025-04-08 03:00:00,29.1,32.57,29.1,29.1,1012,68,0.57,134,33,Clouds,scattered clouds
Tiruchirappalli,2025-04-08 06:00:00,34.21,35.53,34.21,34.21,1011,39,1.3,58,43,Clouds,scattered clouds
Tiruchirappalli,2025-04-08 09:00:00,38.08,38.92,38.08,38.08,1006,28,3.18,49,53,Clouds,broken clouds
Tiruchirappalli,2025-04-08 12:00:00,38.14,38.12,38.14,38.14,1006,25,3.91,56,59,Clouds,broken clouds
Tiruchirappalli,2025-04-08 15:00:00,31.16,33.09,31.16,31.16,1010,51,5.52,105,30,Clouds,scattered clouds
Tiruchirappalli,2025-04-08 18:00:00,28.7,31.27,28.7,28.7,1012,65,3.29,87,40,Clouds,scattered clouds
Tiruchirappalli,2025-04-08 21:00:00,27.76,30.33,27.76,27.76,1010,71,1.46,67,100,Clouds,overcast clouds
Tiruchirappalli,2025-04-09 00:00:00,26.93,29.23,26.93,26.93,1010,76,1.41,85,100,Clouds,overcast clouds
Tiruchirappalli,2025-04-09 03:00:00,29.46,31.66,29.46,29.46,1012,59,1.76,159,70,Clouds,broken clouds
Tiruchirappalli,2025-04-09 06:00:00,34.15,35.18,34.15,34.15,1010,38,2.61,230,86,Clouds,overcast clouds
Tiruchirappalli,2025-04-09 09:00:00,37.19,37.77,37.19,37.19,1006,29,1.85,234,67,Clouds,broken clouds
Tiruchirappalli,2025-04-09 12:00:00,37.16,37.17,37.16,37.16,1005,27,2.21,166,77,Clouds,broken clouds
Tiruchirappalli,2025-04-09 15:00:00,31.28,34.68,31.28,31.28,1007,57,7.32,162,45,Clouds,scattered clouds
Tiruchirappalli,2025-04-09 18:00:00,30.11,34.12,30.11,30.11,1009,65,5.25,196,32,Rain,light rain
Tiruchirappalli,2025-04-09 21:00:00,29.03,32.61,29.03,29.03,1007,69,2.15,232,90,Rain,light rain
Tiruchirappalli,2025-04-10 00:00:00,28.56,31.47,28.56,28.56,1007,68,2.9,278,95,Clouds,overcast clouds
Tiruchirappalli,2025-04-10 03:00:00,30.75,34.09,30.75,30.75,1009,59,5.95,264,66,Clouds,broken clouds
Tiruchirappalli,2025-04-10 06:00:00,35.67,38.49,35.67,35.67,1007,40,4.81,254,81,Clouds,broken clouds
Tiruchirappalli,2025-04-10 09:00:00,39.2,40.11,39.2,39.2,1003,26,4.44,256,44,Clouds,scattered clouds
Tiruchirappalli,2025-04-10 12:00:00,36.81,37.17,36.81,36.81,1002,29,5.01,332,66,Clouds,broken clouds
Tiruchirappalli,2025-04-10 15:00:00,33.66,35.1,33.66,33.66,1005,41,4.59,251,100,Rain,light rain
Tiruchirappalli,2025-04-10 18:00:00,30.96,32.55,30.96,30.96,1007,50,6.17,282,94,Clouds,overcast clouds
Tiruchirappalli,2025-04-10 21:00:00,28.69,30.38,28.69,28.69,1005,59,6.71,284,79,Clouds,broken clouds
Tiruchirappalli,2025-04-11 00:00:00,28.43,30.1,28.43,28.43,1006,60,6.5,277,92,Clouds,overcast clouds
Tiruchirappalli,2025-04-11 03:00:00,30.64,32.22,30.64,30.64,1008,51,6.63,272,81,Clouds,broken clouds
Tiruchirappalli,2025-04-11 06:00:00,36.74,37.61,36.74,36.74,1007,31,7.59,268,72,Clouds,broken clouds
Tiruchirappalli,2025-04-11 09:00:00,39.38,40.06,39.38,39.38,1003,25,6.93,267,69,Clouds,broken clouds
Tiruchirappalli,2025-04-11 12:00:00,37.58,37.82,37.58,37.58,1003,27,3.26,238,57,Clouds,broken clouds
Tiruchirappalli,2025-04-11 15:00:00,31.94,34.49,31.94,31.94,1007,51,4.03,153,94,Rain,light rain
Tiruchirappalli,2025-04-11 18:00:00,30.05,31.45,30.05,30.05,1007,52,4.42,272,86,Rain,light rain
Tiruchirappalli,2025-04-11 21:00:00,28.9,30.72,28.9,28.9,1006,59,6.55,293,93,Clouds,overcast clouds
Tiruchirappalli,2025-04-12 00:00:00,27.9,29.75,27.9,27.9,1008,64,6.64,279,94,Clouds,overcast clouds
Tiruchirappalli,2025-04-12 03:00:00,29.44,31.46,29.44,29.44,1009,58,8.51,269,100,Clouds,overcast clouds
Tirunelveli,2025-04-07 06:00:00,32.27,35.38,32.27,32.27,1010,52,2.05,356,98,Clouds,overcast clouds
Tirunelveli,2025-04-07 09:00:00,33.19,36.1,33.19,35.02,1009,48,1.84,301,98,Clouds,overcast clouds
Tirunelveli,2025-04-07 12:00:00,31.26,35.14,30.75,31.26,1007,59,6.16,142,99,Rain,light rain
Tirunelveli,2025-04-07 15:00:00,29.8,34.1,29.8,29.8,1009,68,4.51,146,100,Clouds,overcast clouds
Tirunelveli,2025-04-07 18:00:00,28.99,33.08,28.99,28.99,1010,72,1.72,172,100,Clouds,overcast clouds
Tirunelveli,2025-04-07 21:00:00,28.34,32.12,28.34,28.34,1008,75,1.1,359,55,Clouds,broken clouds
Tirunelveli,2025-04-08 00:00:00,27.62,31.04,27.62,27.62,1010,79,1.47,9,75,Rain,light rain
Tirunelveli,2025-04-08 03:00:00,29.2,32.97,29.2,29.2,1012,69,1.62,343,100,Clouds,overcast clouds
Tirunelveli,2025-04-08 06:00:00,32.38,35.6,32.38,32.38,1011,52,1.99,329,98,Clouds,overcast clouds
Tirunelveli,2025-04-08 09:00:00,35.81,37.49,35.81,35.81,1007,36,2.47,341,69,Clouds,broken clouds
Tirunelveli,2025-04-08 12:00:00,33.27,37.14,33.27,33.27,1007,51,7.44,140,44,Clouds,scattered clouds
Tirunelveli,2025-04-08 15:00:00,30.14,34.89,30.14,30.14,1010,68,4.97,166,78,Clouds,broken clouds
Tirunelveli,2025-04-08 18:00:00,29.91,33.91,29.91,29.91,1011,66,1.51,266,82,Clouds,broken clouds
Tirunelveli,2025-04-08 21:00:00,28.41,31.33,28.41,28.41,1009,69,2.59,302,66,Clouds,broken clouds
Tirunelveli,2025-04-09 00:00:00,27.81,30.55,27.81,27.81,1010,72,2.23,304,75,Clouds,broken clouds
Tirunelveli,2025-04-09 03:00:00,29.57,32.78,29.57,29.57,1012,64,2.91,324,99,Clouds,overcast clouds
Tirunelveli,2025-04-09 06:00:00,32.67,35.63,32.67,32.67,1010,50,1.73,308,100,Clouds,overcast clouds
Tirunelveli,2025-04-09 09:00:00,35.07,37.65,35.07,35.07,1006,41,0.88,102,100,Clouds,overcast clouds
Tirunelveli,2025-04-09 12:00:00,35.62,36.87,35.62,35.62,1006,35,3.44,340,81,Clouds,broken clouds
Tirunelveli,2025-04-09 15:00:00,30.37,33.77,30.37,30.37,1009,61,3.76,256,90,Rain,light rain
Tirunelveli,2025-04-09 18:00:00,29.76,33.37,29.76,29.76,1009,65,2.93,228,69,Clouds,broken clouds
Tirunelveli,2025-04-09 21:00:00,28.14,31.08,28.14,28.14,1007,71,2.51,268,52,Clouds,broken clouds
Tirunelveli,2025-04-10 00:00:00,27.62,30.3,27.62,27.62,1008,73,2.31,238,73,Clouds,broken clouds
Tirunelveli,2025-04-10 03:00:00,29.6,32.65,29.6,29.6,1010,63,2.23,256,92,Clouds,overcast clouds
Tirunelveli,2025-04-10 06:00:00,33.65,36.42,33.65,33.65,1008,46,2.16,265,93,Clouds,overcast clouds
Tirunelveli,2025-04-10 09:00:00,36.47,38.69,36.47,36.47,1004,36,2.33,288,100,Clouds,overcast clouds
Tirunelveli,2025-04-10 12:00:00,33.84,37.4,33.84,33.84,1004,48,6.29,262,95,Clouds,overcast clouds
Tirunelveli,2025-04-10 15:00:00,29.79,33.02,29.79,29.79,1007,63,4.85,254,93,Clouds,overcast clouds
Tirunelveli,2025-04-10 18:00:00,28.83,32.01,28.83,28.83,1008,68,4.29,244,79,Clouds,broken clouds
Tirunelveli,2025-04-10 21:00:00,28.22,31.1,28.22,28.22,1006,70,2.89,261,70,Clouds,broken clouds
Tirunelveli,2025-04-11 00:00:00,27.52,30.1,27.52,27.52,1007,73,3.18,249,85,Clouds,overcast clouds
Tirunelveli,2025-04-11 03:00:00,29.94,33.12,29.94,29.94,1009,62,2.87,251,100,Clouds,overcast clouds
Tirunelveli,2025-04-11 06:00:00,34.2,36.61,34.2,34.2,1008,43,2.63,258,100,Clouds,overcast clouds
Tirunelveli,2025-04-11 09:00:00,37.56,39.69,37.56,37.56,1004,33,4.25,292,100,Clouds,overcast clouds
Tirunelveli,2025-04-11 12:00:00,35.7,37.59,35.7,35.7,1004,37,6.18,264,100,Clouds,overcast clouds
Tirunelveli,2025-04-11 15:00:00,30.52,32.99,30.52,30.52,1008,56,4.82,274,98,Clouds,overcast clouds
Tirunelveli,2025-04-11 18:00:00,28.54,30.83,28.54,28.54,1009,64,3.71,245,87,Clouds,overcast clouds
Tirunelveli,2025-04-11 21:00:00,27.37,29.2,27.37,27.37,1007,67,2.25,262,98,Clouds,overcast clouds
Tirunelveli,2025-04-12 00:00:00,26.52,26.52,26.52,26.52,1007,72,3.1,273,99,Clouds,overcast clouds
Tirunelveli,2025-04-12 03:00:00,29.29,31.37,29.29,29.29,1010,59,3.44,267,100,Clouds,overcast clouds
Vellore,2025-04-07 06:00:00,35.04,35.9,35.04,35.04,1010,35,3.53,94,24,Clouds,few clouds
Vellore,2025-04-07 09:00:00,35.88,36.48,35.88,37.57,1009,32,4.54,70,17,Clouds,few clouds
Vellore,2025-04-07 12:00:00,35.0,34.89,34.98,35.0,1007,31,8.13,90,23,Clouds,few clouds
Vellore,2025-04-07 15:00:00,29.72,31.43,29.72,29.72,1011,55,4.88,105,82,Rain,light rain
Vellore,2025-04-07 18:00:00,28.05,30.76,28.05,28.05,1011,70,3.91,131,93,Clouds,overcast clouds
Vellore,2025-04-07 21:00:00,26.14,26.14,26.14,26.14,1010,81,1.68,125,67,Clouds,broken clouds
Vellore,2025-04-08 00:00:00,24.97,25.79,24.97,24.97,1011,87,1.05,122,54,Clouds,broken clouds
Vellore,2025-04-08 03:00:00,28.75,31.21,28.75,28.75,1013,64,2.09,87,2,Clear,clear sky
Vellore,2025-04-08 06:00:00,34.55,35.11,34.55,34.55,1011,35,3.44,97,6,Clear,clear sky
Vellore,2025-04-08 09:00:00,37.75,37.53,37.75,37.75,1007,25,3.93,70,38,Clouds,scattered clouds
Vellore,2025-04-08 12:00:00,36.65,36.17,36.65,36.65,1006,26,6.13,92,25,Clouds,scattered clouds
Vellore,2025-04-08 15:00:00,28.61,30.39,28.61,28.61,1011,60,5.19,101,14,Clouds,few clouds
Vellore,2025-04-08 18:00:00,26.7,28.64,26.7,26.7,1012,74,2.6,128,23,Clouds,few clouds
Vellore,2025-04-08 21:00:00,25.37,26.08,25.37,25.37,1010,81,1.6,212,10,Clear,clear sky
Vellore,2025-04-09 00:00:00,24.27,24.95,24.27,24.27,1010,84,1.0,162,10,Clear,clear sky
Vellore,2025-04-09 03:00:00,28.83,30.19,28.83,28.83,1012,56,2.15,221,1,Clear,clear sky
Vellore,2025-04-09 06:00:00,35.65,35.4,35.65,35.65,1010,29,1.76,48,8,Clear,clear sky
Vellore,2025-04-09 09:00:00,38.04,37.18,38.04,38.04,1006,22,3.6,54,31,Clouds,scattered clouds
Vellore,2025-04-09 12:00:00,37.23,36.3,37.23,37.23,1005,23,4.06,104,40,Clouds,scattered clouds
Vellore,2025-04-09 15:00:00,29.04,31.26,29.04,29.04,1009,61,4.87,120,81,Clouds,broken clouds
Vellore,2025-04-09 18:00:00,27.67,29.81,27.67,27.67,1009,68,3.77,138,67,Clouds,broken clouds
Vellore,2025-04-09 21:00:00,26.36,26.36,26.36,26.36,1007,75,1.66,145,20,Clouds,few clouds
Vellore,2025-04-10 00:00:00,25.93,26.56,25.93,25.93,1007,76,1.95,252,37,Clouds,scattered clouds
Vellore,2025-04-10 03:00:00,31.08,32.95,31.08,31.08,1009,51,2.66,269,71,Clouds,broken clouds
Vellore,2025-04-10 06:00:00,38.28,38.33,38.28,38.28,1006,25,3.71,274,65,Clouds,broken clouds
Vellore,2025-04-10 09:00:00,40.91,39.7,40.91,40.91,1002,17,3.51,11,15,Clouds,few clouds
Vellore,2025-04-10 12:00:00,35.17,34.13,35.17,35.17,1002,26,5.65,286,42,Clouds,scattered clouds
Vellore,2025-04-10 15:00:00,31.71,31.54,31.71,31.71,1005,38,3.61,146,79,Clouds,broken clouds
Vellore,2025-04-10 18:00:00,31.87,31.3,31.87,31.87,1005,35,2.59,223,84,Clouds,broken clouds
Vellore,2025-04-10 21:00:00,31.08,30.87,31.08,31.08,1005,39,1.57,275,100,Clouds,overcast clouds
Vellore,2025-04-11 00:00:00,28.44,29.28,28.44,28.44,1006,53,3.26,295,54,Clouds,broken clouds
Vellore,2025-04-11 03:00:00,32.38,33.23,32.38,32.38,1008,42,8.94,275,12,Clouds,few clouds
Vellore,2025-04-11 06:00:00,38.65,38.9,38.65,38.65,1006,25,6.38,279,23,Clouds,few clouds
Vellore,2025-04-11 09:00:00,40.95,40.07,40.95,40.95,1002,18,4.77,275,45,Clouds,scattered clouds
Vellore,2025-04-11 12:00:00,36.35,35.13,36.35,36.35,1002,23,2.73,77,58,Clouds,broken clouds
Vellore,2025-04-11 15:00:00,32.25,33.23,32.25,32.25,1006,43,4.62,146,100,Clouds,overcast clouds
Vellore,2025-04-11 18:00:00,31.28,32.3,31.28,31.28,1007,46,3.24,173,93,Clouds,overcast clouds
Vellore,2025-04-11 21:00:00,30.1,30.45,30.1,30.1,1005,45,4.06,265,72,Clouds,broken clouds
Vellore,2025-04-12 00:00:00,28.53,29.63,28.53,28.53,1007,55,4.07,267,77,Clouds,broken clouds
Vellore,2025-04-12 03:00:00,32.45,33.13,32.45,32.45,1009,41,8.24,271,18,Clouds,few clouds
